Company name,Company description,Industry,Work-life balance,Transparency,Toxic culture (R),Supportive culture,Strategy,Leadership,Innovation,Open to feedback,Agility
Clarks,British shoe manufacturer and retailer,Specialty Retail & Apparel,0.035027835,,0.813737463,1.102443911,,1.386729214,,,
Co-op,UK consumer cooperative and grocery chain,Grocery Stores,-0.146195824,,0.568401482,0.775375343,,0.606494346,,,
Coach,American leather goods and accessories brand,Specialty Retail & Apparel,-0.020534648,,0.060514293,1.345111977,,1.165459364,,,
Coca-Cola,Global beverage company known for soda,Consumer Products,-0.121164095,1.846126711,0.885481744,0.188341271,0.319148624,1.757584491,,1.694169992,0.367057391
Cognizant,IT services and consulting firm,Software & IT Services,-0.401476958,-0.725869885,-0.464134291,-1.228685288,0.710964037,-0.309751805,-0.063731591,0.422258487,0.853861472
Cold Stone Creamery,Ice cream chain with custom mix-ins,Restaurants & Fast Food,1.229372481,,0.809185483,0.514350393,,0.452751716,,,
Comcast Xfinity,American cable and internet provider,Telecommunications,-0.225841821,0.049441203,0.253545227,0.182107906,0.444974104,0.483397596,,0.13143389,0.093352848
Compass Group,Multinational food service company,Outsourcing & Staffing,-0.060109474,,-0.230654153,-0.555630631,,-0.773626852,,,
Compass Group Business & Industry,Division serving corporate dining clients,Outsourcing & Staffing,-0.331722551,,-0.460837223,-1.235464304,,-1.237840189,,,
Compass Group Healthcare & Senior Living,Division serving healthcare and senior facilities,Outsourcing & Staffing,0.037803459,,-1.111940901,-0.643602844,,-1.879317296,,,
Computershare,Provider of share registry and financial services,Business Services,0.67189876,-1.057805147,0.54473549,0.974996902,0.223787249,1.157892613,,0.392348023,-1.435830134
Concentrix,Business services company focused on customer engagement,Business Services,-0.100236639,0.772345365,0.875239444,0.693637777,0.516037187,1.273660779,,0.709652951,0.524014779
Conduent,Business process outsourcing company,Business Services,0.06499668,-0.710871579,-0.218233533,-1.468662148,-0.233510535,-1.207539265,,-0.359940932,0.609861604
Corning,Specialty glass and ceramics manufacturer,Industrials,-0.802484081,-1.054310278,-0.606818892,-0.53112938,-0.258191922,0.040140849,2.514132447,0.015610042,0.029066673
Costa,British coffeehouse chain owned by Coca-Cola,Restaurants & Fast Food,-1.550261325,,0.831261931,-0.423120533,,-0.307566313,,,
CoStar Group,Provider of real estate data and analytics,Software & IT Services,-1.873687924,-1.062608121,-4.464931526,-2.171007047,-1.111717538,-2.894105485,-1.344306205,-2.422674494,0.869536359
Costco,Membership-based warehouse club,General Retail,-0.879828033,,-0.823922539,-0.019531798,,-0.737987051,,,
Cox Automotive,Automotive services and technology provider,Business Services,0.954369519,0.327050786,0.157809256,0.33697418,-2.426345453,0.128156314,,-0.055623841,-0.768004625
Cox Communications,Broadband and communications,Telecommunications,0.916694187,1.017721859,0.726654643,2.105831428,-0.484387947,1.228474734,,-0.125023688,-0.329783333
Cracker Barrel,Southern-style restaurant chain,Restaurants & Fast Food,-0.120739491,,-0.40202845,-0.432334759,,-1.401998428,,,
Crate and Barrel,Home furnishings retailer,Specialty Retail & Apparel,0.864536111,,-0.893567354,-0.238726909,,-1.402154308,,,
Credit Suisse,Swiss multinational investment bank,Financial Services,-0.271029116,-0.179260912,0.500293025,0.891382885,-0.273733473,-0.55786339,,1.21362649,1.10401092
Cross Country Healthcare,Staffing firm for healthcare professionals,Outsourcing & Staffing,0.987908251,,0.68159084,0.016024357,,0.028074985,,,
Crowe,Accounting and advisory services,Business Services,0.21288713,0.105788696,1.094018091,1.347323816,-0.133717361,0.317581223,,0.87056085,0.594934975
Culver's,Midwestern fast food restaurant chain,Restaurants & Fast Food,0.206565855,,-0.510026586,0.883264101,,0.88033941,,,
Cummins,Engine and power generation manufacturer,Industrials,0.979514403,1.215687159,2.322369688,1.875817182,0.490526642,0.668732013,-0.020862134,1.109407757,0.579129336
CVS Health,American healthcare and pharmacy chain,General Retail,0.435790927,,0.625304718,-0.672717332,,0.762141814,,,
Dairy Queen,Fast-food chain known for soft-serve treats,Restaurants & Fast Food,0.89633325,,1.239784994,0.605877559,,1.249303218,,,
Danaher Diagnostics,Maker of diagnostic equipment and instruments,Life Sciences & Biopharma,-0.042744213,0.516778784,-0.566091209,-0.276487961,-1.271778421,-1.284926287,-1.010688613,-0.18547097,0.22848724
Danaher Life Sciences,Biotech tools,Life Sciences & Biopharma,0.047956905,-2.761433877,-0.652414464,-1.311386428,-0.850873323,-1.594251186,-0.061419376,-1.880038632,-0.476386583
Datadog,Cloud monitoring and security platform,Software & IT Services,-1.346787642,-0.370202656,-1.605410032,-0.533730045,0.362747269,-0.624759756,1.104077375,-1.944977903,0.798240862
Dave & Buster's,Restaurant and arcade entertainment chain,Restaurants & Fast Food,-1.199281032,,-2.063025213,-0.850298116,,-2.490446937,,,
David's Bridal,Wedding dress shop,Specialty Retail & Apparel,-0.973222062,,-0.031096569,-0.868528682,,0.010105126,,,
Dayforce,Management software platform,Software & IT Services,1.043578616,-0.643507649,0.562078866,0.833773958,0.398681841,0.263352524,0.936460513,0.437409073,-0.331095026
Debenhams,Defunct British department store chain,General Retail,0.249358859,,0.907723703,0.128248353,,0.53436445,,,
Delaware North,Hospitality and food service company,Outsourcing & Staffing,-1.296168837,,-1.269780993,-0.506173396,,-0.973284397,,,
Deliveroo,British food delivery platform,Internet,-0.514452895,0.335096971,0.222010208,-0.163377013,0.248769633,0.202265316,0.300521038,0.567918037,0.44757259
Shopify,E-commerce platform for online retailers,Internet,-0.07114449,-1.956533673,-2.111757322,-1.554041811,-1.91091036,-2.463846456,1.703740908,-3.431155386,-0.425762849
Dell,Computer technology company,Tech Giants,0.738472948,-1.441831072,-0.523741909,-0.230935269,-0.785136425,0.168776198,-0.752828379,-1.713070538,0.612484301
Deloitte,Global professional services network,Business Consulting,-0.31777853,0.760631108,0.665367664,-0.567624392,0.686369468,0.640636945,,0.508175614,0.050810056
Delta Air Lines,Major American airline,Travel & Leisure,-0.093958643,,1.247925768,0.72630657,,1.0396392,,,
Denny's,Diner-style restaurant chain,Restaurants & Fast Food,-0.742837335,,-0.24228084,-1.779583699,,-0.703310062,,,
Dentsu,Japanese advertising and PR agency,Business Services,0.767105783,-1.247942192,0.590569343,0.374773157,-1.699425528,-0.902027339,,-0.524346314,-2.440280506
Desjardins,Canadian financial services cooperative,Financial Services,0.851113646,1.15195167,0.832664931,0.939349632,0.914261185,1.308574639,,0.793672043,-0.926595282
Deutsche Bank,German multinational investment bank,Financial Services,0.06089175,0.28103205,0.909504165,-0.469059361,0.498766014,0.21550059,,0.763246129,-0.980234922
DHL Express,International courier and logistics provider,Supply Chain & Logistics,-0.041822737,,0.673991404,1.283187569,,0.254047129,,,
DHL Supply Chain,Logistics division offering supply chain solutions,Supply Chain & Logistics,0.15045676,,0.151874579,0.504624184,,-0.326803143,,,
DICK's Sporting Goods,Sports equipment and apparel retailer,Specialty Retail & Apparel,0.776053465,,0.915483447,0.600565483,,0.426526031,,,
Dillard's,Department store chain in the US,General Retail,-1.48514129,,-3.134260637,-0.979156803,,-1.282070654,,,
Direct Line,UK-based insurance company,Insurance,0.142753449,0.908975383,-0.534210825,-0.135289001,-0.76448761,-1.346029167,,-0.1943687,-2.027806542
Discount Tire,Independent tire and wheel retailer,Specialty Retail & Apparel,-1.301083294,,1.162352517,1.00894976,,1.510172776,,,
Discover,Financial services company and card issuer,Financial Services,1.241146483,-1.012360932,0.431350468,0.640520696,-0.128177526,-0.039654367,,-0.185882355,0.684416187
DISH,Satellite television provider,Telecommunications,-1.815656476,-0.538366557,-2.354609153,-1.10099388,-0.004276802,-1.211531497,,-1.842480081,0.684150854
Disney,Entertainment conglomerate,Media & Entertainment,-1.541108967,0.708724937,0.306418841,-0.706728107,0.453276875,0.546967667,0.106540483,0.716104079,0.419709848
Disney Experiences,Division overseeing Disney theme parks,Travel & Leisure,-2.439181167,,-0.898292719,-0.540252011,,-0.510966743,,,
DocuSign,E-signature and digital contract platform,Software & IT Services,-0.173346177,-2.910702595,-0.881841482,0.044327757,-1.736301062,-1.377329831,-0.680553238,-1.484554284,0.254534332
Dollar General,Discount retail chain in the US,General Retail,-1.69528858,,-0.130847618,-2.315082934,,-0.2887749,,,
Dollar Tree,American discount store,General Retail,-0.175487394,,-0.173529894,-1.275087118,,0.267175169,,,
Dollarama,Canadian chain of dollar stores,General Retail,0.91006651,,0.363370096,0.699824388,,0.935449146,,,
Domino's,Pizza delivery franchise,Restaurants & Fast Food,0.467359831,,0.875453194,-0.484223422,,0.43662372,,,
Domino's UK,UK branch of Domino's Pizza,Restaurants & Fast Food,-0.023863625,,1.064097332,-0.075214838,,1.208787513,,,
DoorDash,Food delivery service in the US,Internet,0.746683056,1.136050085,0.468663729,-1.032506444,1.411032626,1.574506099,-0.063816128,0.715384766,0.953874304
Zillow,Online real estate marketplace,Internet,0.467296833,-0.886818667,-0.559090634,0.48701749,-0.407559356,-0.389459392,0.755990147,-0.394816466,-1.003541483
Dow,Chemicals and materials,Industrials,0.537031343,1.261693944,1.595733677,0.331461291,0.259473269,0.765820512,-0.657472425,0.977807919,-0.591677687
Dropbox,Cloud storage and collaboration platform,Software & IT Services,2.236627697,1.16085209,2.414442116,3.02507647,-3.209130017,-0.030566105,-2.746054757,1.641649489,-2.540995839
DSV,Global transport and logistics company,Supply Chain & Logistics,0.518802839,,-1.287603921,-0.316032408,,-1.428260532,,,
DSW,Footwear retailer known for designer deals,Specialty Retail & Apparel,1.575375559,,0.845123221,0.095262454,,1.034132924,,,
Dunkinâ€™,Coffee and doughnut chain,Restaurants & Fast Food,0.562473724,,0.175375102,-1.227425828,,-0.590664373,,,
Dunnes Stores,Irish retail and grocery chain,General Retail,-1.872782943,,0.134269603,-0.12944522,,-0.802037305,,,
DXC Technology,IT services and consulting company,Software & IT Services,0.708708099,-0.509752408,0.25819298,-0.827477796,0.391307493,0.09444828,-0.078556475,-0.262154768,0.51281422
Earls Kitchen + Bar,Canadian restaurant chain and bar,Restaurants & Fast Food,-1.423469092,,-3.182712507,0.03783134,,-1.16276553,,,
easyJet,Low-cost British airline,Travel & Leisure,-0.171765673,,2.198425394,2.669675351,,1.57266256,,,
Eaton,Power management and industrial firm,Industrials,-0.068907233,0.644771761,0.233778359,0.839921028,-0.332019361,0.150792415,-0.587794238,-0.310798432,0.056087448
eBay,Online auction and shopping site,Internet,0.41471181,1.171108024,0.708183382,2.180087543,0.232600378,0.945741969,-1.401716796,0.231444827,-2.338312369
Twitter,Social media platform,Internet,-1.080017001,0.204313577,-0.5805237,0.525693408,0.318559731,-1.344225725,0.545045304,0.725178327,-0.060757511
Ecolab,"Provider of water, hygiene, and energy services",Business Services,-0.754805962,1.594284859,-0.18929395,-0.824111124,-1.180174988,-0.913809886,,-0.517761639,-0.541156007
Edelman,Global communications and PR agency,Business Services,-1.877475902,0.103367573,-2.338177675,0.343005932,-0.846429931,-0.984807281,,-0.323879548,-1.757542549
Edward Jones,Financial advisory firm,Financial Services,-0.096024648,-0.404758821,-0.359556032,-0.20120347,-0.000392212,0.286275648,,-0.919708102,0.027625378
Electronic Arts,Video game developer and publisher,Media & Entertainment,0.718623851,-0.150947094,2.681914665,0.484560112,0.106217841,0.286000091,-1.221349039,0.488956243,-0.858215399
Elevance Health,Health insurance firm formerly Anthem,Insurance,1.035076341,-1.34871498,-0.208520033,-0.446486766,-1.169722637,-0.636075551,,-0.261940592,-0.468865583
Eli Lilly,Pharmaceutical company known for diabetes drugs,Life Sciences & Biopharma,0.426480931,1.149338821,1.035230903,0.530080515,0.976936246,0.606769095,0.335534587,1.107805461,-0.366172548
Emerson,Global manufacturing and automation firm,Industrials,0.528156305,0.434721778,0.889632823,1.091481232,0.743327221,1.314889947,-0.038209472,0.119976014,-0.434641448
Empower,Retirement and financial services provider,Financial Services,1.108226497,1.272010937,1.525553384,2.070707386,0.257011703,2.938804897,,2.404605042,0.31556448
Encore Global,Event production and AV services firm,Business Services,-2.380874257,-0.620575791,-0.002637171,-1.272101768,0.461338537,-1.532859756,,-1.141990382,0.646663195
Envoy Air,Regional airline operating for American Airlines,Travel & Leisure,-0.551002816,,-0.054491502,-0.665992281,,-1.03857551,,,
EPAM Systems,Digital platform engineering company,Software & IT Services,-0.124957072,0.772799731,0.953586952,0.439798024,1.247937926,1.444436804,1.607593415,1.494565085,1.379877824
Epic,Healthcare software firm known for EHRs,Software & IT Services,-4.523885154,0.229213705,-0.818522256,-1.031258453,0.963550796,-0.999014708,-0.558447213,-1.633235299,1.273335258
Equifax,Consumer credit reporting agency,Software & IT Services,-0.797612866,0.160938544,-0.347395771,-0.418527519,-0.763919258,-0.88249263,0.475116318,-0.775044944,-0.540316405
Equitable Advisors,Financial services firm for life insurance,Financial Services,-0.445803738,1.271561662,-0.217671742,1.165349733,1.027940061,1.519972946,,1.645736483,1.511868604
Ericsson,Swedish telecoms and networking company,Software & IT Services,0.875355019,1.214295582,0.808409568,0.411329681,0.298594326,0.441051909,-0.503345547,0.78602398,-1.194641209
ESS,UK-based educational staffing company,Outsourcing & Staffing,2.360953804,,0.927246421,-0.376214526,,0.9328108,,,
Estee Lauder,Cosmetics and skincare company,Consumer Products,0.366085017,-0.244130468,0.506991506,0.07021038,0.565835896,-0.017970469,,-0.145981973,-0.049138975
Eurofins,Global provider of laboratory testing services,Life Sciences & Biopharma,-0.555278649,-0.148963526,-1.150785772,-2.230047418,0.729925293,-0.595581929,-0.486380498,-0.958072615,1.760300953
Expedia Group,Online travel booking platform,Internet,0.706424772,0.195351516,1.191135716,0.671328423,-1.168455474,-0.576525057,-0.9419549,0.153058774,-1.40118672
Experian,Consumer credit reporting agency,Software & IT Services,0.982692412,0.830825456,2.120939668,1.798341765,0.369124192,1.380346888,1.736683147,0.988695637,-1.885637932
Experis,Resourcing and project solutions,Outsourcing & Staffing,0.027994322,,0.558660265,0.420075839,,0.474539974,,,
Express,Fashion retailer for men and women,Specialty Retail & Apparel,0.471579978,,-0.271324918,0.184820372,,0.11762845,,,
Express Employment Professionals,Staffing agency for office and light industrial jobs,Outsourcing & Staffing,-0.710410571,,0.255406156,0.667397706,,1.02061774,,,
EY,Global professional services firm,Business Consulting,-0.480863778,0.630583523,0.88200867,-0.41610013,0.482631104,0.289629888,,0.464081781,0.338082706
EY-Parthenon,Strategy consulting arm of EY,Business Consulting,-0.705586071,-0.594915837,-0.189007014,-0.259872668,0.797799032,-0.237463545,,0.916416426,-1.289441522
Fairmont Hotels & Resorts,Luxury hotel brand owned by Accor,Travel & Leisure,-1.255264516,,0.501437986,-0.05441489,,-0.376862733,,,
Fairway Independent Mortgage,Mortgage lender based in the US,Financial Services,-0.100066227,4.120808537,0.78438151,4.062814484,0.743706282,3.805487716,,1.754247927,2.480171997
Family Dollar Stores,Discount store chain in the US,General Retail,-0.996128349,,-0.160971246,-1.969132652,,-0.20325201,,,
Fannie Mae,Government-sponsored mortgage company,Financial Services,2.668863176,0.46668304,0.328987418,0.414894175,-0.63796484,-0.065382063,,0.695049811,-1.728203297
Farmers Insurance,Insurance group offering home and auto coverage,Insurance,-0.403713575,-1.792268461,-0.014475512,-1.384296951,-0.628355095,-1.25232387,,-1.038402379,0.801931546
FDM Group,IT and business services provider,Software & IT Services,-1.009256591,-0.577723432,-0.096217446,-1.162304662,1.141989879,0.545781424,-0.141170729,0.752610403,1.475449601
FedEx,Logistics and delivery services company,Supply Chain & Logistics,0.317234145,,1.14439804,0.065022409,,0.648276669,,,
Fedex Express,Air express delivery service,Supply Chain & Logistics,-0.095808904,,0.597077425,-0.774051685,,0.546330413,,,
FedEx Freight,Freight shipping and logistics provider,Supply Chain & Logistics,-0.452296658,,-0.34275103,-0.107008549,,0.416461205,,,
FedEx Ground,Ground package delivery service,Supply Chain & Logistics,-0.288530681,,0.648083978,-0.62482968,,0.527001463,,,
Ferguson Enterprises,Distributor of plumbing and HVAC products,Supply Chain & Logistics,0.536414763,,-0.90395828,0.534031455,,0.269526792,,,
Fidelity Investments,Financial services and investment,Financial Services,-0.027590152,0.190960243,0.476684892,0.754337796,0.620211397,0.72856637,,0.118672774,0.63268809
Fifth Third,Regional bank headquartered in Ohio,Financial Services,-0.292629808,0.14095257,0.690802337,-0.524603469,0.563823127,-0.092672421,,0.417127423,0.510328403
Firehouse Subs,Fast-casual sandwich chain,Restaurants & Fast Food,1.245214781,,-0.350098336,-0.106908445,,0.240658007,,,
First Student,School bus transportation provider,Outsourcing & Staffing,-0.493628903,,0.224115311,-0.304289056,,1.220094872,,,
FIS,Financial technology and banking solutions,Financial Services,0.740215647,-1.858187779,-0.234618157,-1.082143134,-1.92521943,-0.613169818,,-0.00823036,-0.480705263
Fiserv,Payment and financial technology,Financial Services,-2.207058884,-1.357265043,-2.005502755,-2.327094424,-0.194382926,-2.905284488,,-2.323948029,0.3661087
Fisher Investments,Investment advisory firm,Financial Services,-2.139158916,-0.172824683,-0.725413048,-0.395710926,0.660398201,-0.343827086,,-1.000737073,-0.377729426
Five Below,Discount retailer targeting teens,Specialty Retail & Apparel,-0.211801625,,0.124456848,-1.282146555,,-0.773756183,,,
Five Guys,Fast-casual burger chain,Restaurants & Fast Food,-0.762107915,,0.111636722,0.393440412,,-0.437655159,,,
Floor & Decor,Retailer of hard surface flooring,Specialty Retail & Apparel,0.871175867,,-1.982214612,-0.14281621,,-0.716512984,,,
Follett,Provider of educational materials and services,Specialty Retail & Apparel,2.138702965,,0.512423792,-0.850068694,,-0.140769734,,,
Food Lion,Supermarket chain in the Southeastern US,Grocery Stores,0.638954876,,0.478065061,-0.050134108,,0.582169563,,,
Foot Locker,Athletic footwear and apparel retailer,Specialty Retail & Apparel,-0.364014709,,0.916506626,0.009476661,,0.363290514,,,
Ford,Car manufacturer,Industrials,0.391325944,0.505647383,0.092716501,-0.072777197,-0.394475154,-0.129792898,-0.274006445,0.759977839,-0.619222509
Forever 21,Fashion retailer for young women,Specialty Retail & Apparel,-0.359956467,,-0.3687353,-0.671938397,,-0.950713769,,,
Fortinet,Cybersecurity company specialising in firewalls,Software & IT Services,0.403699953,0.789726559,-0.070070552,0.041445484,0.872244985,0.436220461,0.11239452,0.02194263,1.16023446
FORVIS,Accounting and consulting firm,Business Services,-0.923708483,1.738031695,0.801814254,1.333497655,0.629260647,1.451695935,,1.393367515,0.415819295
Four Seasons,Luxury hotel and resort operator,Travel & Leisure,-1.369641819,,0.369823906,-0.008884612,,-1.400638946,,,
Fred Meyer,Hypermarket chain in the US,General Retail,-0.229347567,,-0.248411427,-2.280858549,,-1.611878577,,,
Freddie Mac,Government-sponsored mortgage company,Financial Services,0.306767808,-0.91060291,-0.798791637,-0.651822353,-1.026422317,-2.02648071,,-3.037397763,-1.724092185
Free People,Bohemian fashion retailer,Specialty Retail & Apparel,-0.284315311,,0.377805,0.873778109,,1.62336645,,,
Freedom Mortgage,US-based mortgage lending company,Financial Services,0.11988304,-2.758643593,-2.67645087,-1.632764549,-0.697781622,-0.931980633,,-0.942120371,1.028145087
Freelancer,Freelance job posting platform,Outsourcing & Staffing,1.799029774,,1.703167981,-0.614378605,,1.489043176,,,
Frito-Lay,Snack food division of PepsiCo,Consumer Products,-2.403695858,-1.462833157,-1.386535335,-1.516731803,0.666798245,-1.369383237,,-1.158533538,1.162365367
FTI Consulting,Global business advisory firm,Business Consulting,0.15436041,0.627033473,-0.725265314,0.741683506,0.964701612,0.933428193,,0.650585642,0.178112177
G4S,Security services company,Outsourcing & Staffing,-0.425514115,,-0.685252496,-1.03285786,,-0.789519104,,,
Gallagher,Insurance and risk management firm,Insurance,-0.316756143,-0.423797408,0.01279129,0.189011498,0.813982556,0.183012878,,0.537729879,0.524577826
GameStop,Retailer of video games and electronics,Specialty Retail & Apparel,-0.902761949,,-0.453438001,-1.313488485,,-0.764458764,,,
Gap,Clothing and accessories retailer,Specialty Retail & Apparel,0.814994503,,1.253319209,0.557698946,,0.505514902,,,
GardaWorld,Security services firm based in Canada,Outsourcing & Staffing,-0.219987889,,-1.736494102,-0.995970351,,-1.755733543,,,
Gartner,Research and advisory company,Business Consulting,1.169393306,0.63544569,-0.200169001,1.119429765,-0.101179884,0.058724271,,-1.275763416,-1.821826776
GE Aerospace,Division of GE focused on aviation,Industrials,0.249485861,1.037542367,0.577857498,0.28688053,0.138077543,0.838991669,-0.054203506,1.081829571,-0.295563709
GE Healthcare,Division of GE in medical devices,Life Sciences & Biopharma,-0.121618232,0.790506823,0.864241226,1.307490705,0.271803484,1.462217184,-0.360477401,0.327981224,-0.699440442
GE Vernova,GE's energy business unit,Industrials,0.387315568,0.153825871,0.514573762,0.263272056,-1.686317435,0.212843533,-0.729789991,0.68046051,-0.284918571
GEICO,Auto insurance provider,Insurance,-3.220332611,-2.850418923,-2.563455857,-2.918587476,-2.428664488,-2.652400964,,-1.479875384,1.228560903
Genentech,Biotech firm and subsidiary of Roche,Life Sciences & Biopharma,0.687141034,2.067168844,0.671498328,2.234026761,-0.601626446,0.232601958,1.75712749,1.646980325,-1.362037632
General Atomics,Defence contractor specialising in drones,Industrials,0.446757238,-0.45877664,-0.522043669,-0.776302817,-0.183249768,-0.210950802,-0.329091637,-0.363658242,-1.793548583
General Dynamics,Aerospace and defence,Industrials,0.341302582,0.27601613,-0.482950893,-0.573225197,0.576691365,0.745392584,-0.509203524,-0.128671516,0.366234023
General Mills,American food company known for cereals,Consumer Products,0.919180835,1.246407254,0.395412568,0.623270312,0.897958405,1.531465015,,0.545882028,0.07858024
General Motors,Detroit-based car manufacturer,Industrials,0.636404469,-0.734163393,-0.30574007,-0.390429986,-0.557287058,-0.843174565,-0.774312031,-0.699536442,0.080408217
Genpact,Professional services firm focused on digital transformation,Business Services,0.572287817,-2.068358604,-0.274939909,-0.106257519,-0.15936127,-0.515090792,,-0.613769395,0.118194346
Georgia-Pacific,Manufacturer of paper and building products,Consumer Products,-0.257325469,0.416357865,-0.382538288,-0.784389604,-0.221985655,-0.376234995,,0.17953264,0.740774978
Giant,Supermarket chain operating in the US,Grocery Stores,1.545629351,,-0.118771423,-0.540841614,,0.873232502,,,
Giant Eagle,Grocery and pharmacy chain based in Pennsylvania,Grocery Stores,0.696779115,,0.516486087,-0.123337162,,0.191250339,,,
Gilead Sciences,Biopharmaceutical firm known for antiviral drugs,Life Sciences & Biopharma,-1.180908823,0.075128894,-1.444626338,0.820239336,0.519420891,-1.307947815,0.453301495,-0.559504473,0.44825978
GLG,Platform connecting experts with clients,Business Consulting,0.100450351,-1.521123198,-0.720008951,-1.072139892,-2.981015798,-3.019633078,,-2.127584745,-0.254582547
GNC,Retailer of health and nutrition products,Specialty Retail & Apparel,1.406700511,,0.713375087,-0.786222306,,0.134790619,,,
GoDaddy,Domain registration and web hosting company,Internet,0.202266466,0.435694696,0.019956792,0.483041795,-0.198982556,-0.170234598,-0.72122283,-0.317809212,-0.871753089
Uber,Ride-hailing and delivery services platform,Internet,0.268697371,1.307545061,0.279807369,-0.955676982,1.369912877,1.396516403,0.189643998,0.715648867,0.599374746
GoHealth,Health insurance marketplace and tech platform,Insurance,-0.107240937,-2.122099508,-2.896619646,-1.519327151,-2.191385786,-2.673504223,,-3.454084977,1.704815799
Goldman Sachs,Global investment banking firm,Financial Services,-3.538147247,0.596714021,-0.126883705,-0.369088621,1.173679386,0.497910004,,0.962559422,1.548596701
Goodyear,American tyre manufacturer,Industrials,-0.451940739,0.810353655,-1.095962453,-1.335527269,0.132643403,-0.936592113,-0.710913409,-1.174149736,0.461561994
Google Cloud,Google's enterprise cloud computing division,Software & IT Services,-0.994967176,0.987719398,0.04373156,-0.134811707,0.100192269,-0.407460932,1.745289079,0.775550906,-0.926232091
Gopuff,Instant delivery service for snacks and essentials,Internet,-1.117465034,-1.536305767,-1.052670876,-1.176586684,-0.504497642,-1.285847624,0.091126009,-1.565867026,1.625527081
Grant Thornton,"Audit, tax and advisory services firm",Business Services,-0.680496715,0.637084457,1.319759309,1.436932448,0.488721525,0.462212175,,1.147206008,0.727238341
Great Wolf Lodge,Indoor water park resort chain,Travel & Leisure,0.339946661,,-1.209593679,1.017701575,,-0.926581008,,,
Greggs,UK-based bakery and food-on-the-go chain,Restaurants & Fast Food,-0.66934359,,0.660801728,1.187611638,,0.219951424,,,
Grifols,Spanish pharmaceutical and diagnostics company,Life Sciences & Biopharma,-0.954345467,-0.159252535,-2.801022415,-1.334057284,0.322369764,-1.688068445,-0.881636004,-2.656810292,0.414730314
Grubhub,Online food ordering and delivery platform,Internet,0.463201498,-0.991493888,-0.40223679,-0.542635155,-0.716613947,0.315612444,-0.272897981,-0.745366595,0.799800565
Yahoo,Search engine and email provider,Internet,0.867227752,0.465638415,2.050626774,1.0963614,-1.880004245,0.219439186,0.056713694,1.232755614,-0.285124527
GSK,British pharmaceutical company,Life Sciences & Biopharma,0.461017936,0.230211726,1.781108104,1.243546756,0.361498783,1.051170896,-0.123280897,0.787557938,-0.90810235
Guaranteed Rate,Mortgage lending company,Financial Services,0.558571768,-1.597562965,-3.254248904,-2.167118112,-0.409452945,-0.504256469,,-0.489097001,1.305333609
Guidehouse,Consulting firm serving the public sector,Business Consulting,0.957202412,-1.165791691,-0.676738084,0.150203777,-1.076868262,-0.975321271,,-0.879543789,-0.482541699
Guitar Center,Retailer of musical instruments,Specialty Retail & Apparel,0.182041789,,-0.736291427,-1.415902071,,-0.119334258,,,
GXO Logistics,Supply chain and logistics firm,Supply Chain & Logistics,0.478331522,,0.021759104,0.852503438,,-0.470149948,,,
H&M,Swedish clothing retailer,Specialty Retail & Apparel,-0.033873873,,0.360436311,0.571464321,,0.346229037,,,
Hallmark,Greeting card and gift company,Consumer Products,1.964935168,0.914013487,0.905612839,0.001541643,1.3522399,1.273261293,,0.220313455,1.020686556
Hampton Inn,Midscale hotel brand under Hilton,Travel & Leisure,0.934363707,,-1.645459932,-0.178259794,,0.365512796,,,
Hannaford,Supermarket chain in the Northeastern US,Grocery Stores,1.484882908,,1.776943596,0.41510166,,1.399572468,,,
Harbor Freight Tools,Discount tool and equipment retailer,Specialty Retail & Apparel,0.38638304,,-0.059057138,1.169155259,,-0.004107893,,,
Harris Teeter,Grocery chain owned by Kroger,Grocery Stores,0.605710975,,-0.177485317,-0.64024795,,-0.709570539,,,
Harrods,Luxury department store in London,General Retail,-1.812857525,,-1.367284408,0.488556651,,-0.786677637,,,
Havas,French advertising and communications firm,Business Services,-1.140113383,0.321402544,-1.231675692,0.412997136,0.277027684,-1.385727557,,-0.799551559,0.148017943
Hays,UK-based recruitment and staffing agency,Outsourcing & Staffing,-0.537594307,,-0.840890746,0.263447561,,0.309724184,,,
HCLTech,Indian IT services and consulting firm,Software & IT Services,-0.580787911,-1.48710714,-0.453743583,-1.715505976,0.79660088,-0.213334558,-0.040231879,-0.664316399,0.900836054
HCSC,Health insurance company in the US,Insurance,-0.357530052,-0.156185378,0.863148997,1.072218027,0.254500411,0.208262212,,-0.242674623,-0.074173505
HEB,Texas-based supermarket chain,Grocery Stores,0.380227571,,0.134205546,1.79007804,,0.631579029,,,
HelloFresh,Meal kit delivery service,Restaurants & Fast Food,0.3853112,,-0.667338488,1.064196767,,-1.076475027,,,
Henkel,German maker of consumer and industrial products,Consumer Products,1.267916491,0.111030697,3.289863663,2.426183082,-0.235229762,1.389612848,,2.25281,-2.041489274
Hershey,Chocolate and snack manufacturer,Consumer Products,-0.063996782,-0.194417836,-0.155358069,0.151640129,0.691333926,0.356713392,,-0.821171135,0.706668854
Highmark Health,Integrated health system based in Pennsylvania,Insurance,0.803553933,-2.107372065,-0.550701498,-0.787952113,-1.151512292,-0.914817983,,-2.059248553,-0.651651472
HII,Shipbuilding and defence,Industrials,0.360215342,-0.023490527,-1.142076161,-2.088744234,0.823841305,-0.089085005,-0.705870861,-0.353298648,0.625989359
Hilton,Global hospitality company,Travel & Leisure,0.21996792,,0.724267396,0.809702803,,1.12644934,,,
